id	일시	자치구	승차총승객수	하차총승객수
648	20200126	종로구	146034.0	147944.0
649	20200126	중구	159980.0	160541.0
650	20200126	중랑구	39877.0	40312.0
651	20200127	강남구	221245.0	225901.0
652	20200127	강동구	77713.0	78516.0
653	20200127	강북구	45990.0	45580.0
654	20200127	강서구	125608.0	126588.0
655	20200127	관악구	62079.0	69186.0
656	20200127	광진구	79716.0	85762.0
657	20200127	구로구	103859.0	106532.0
658	20200127	금천구	29085.0	31252.0
659	20200127	노원구	107482.0	108797.0
660	20200127	도봉구	38915.0	38732.0
661	20200127	동대문구	51376.0	54954.0
662	20200127	동작구	110851.0	119664.0
663	20200127	마포구	178657.0	188367.0
664	20200127	서대문구	18259.0	18876.0
665	20200127	서초구	133688.0	95161.0
666	20200127	성동구	62887.0	66833.0
667	20200127	성북구	54785.0	53727.0
668	20200127	송파구	100333.0	106307.0
669	20200127	양천구	37363.0	38261.0
670	20200127	영등포구	124999.0	129887.0
671	20200127	용산구	77406.0	64728.0
672	20200127	은평구	85545.0	87572.0
673	20200127	종로구	136348.0	136992.0
674	20200127	중구	142065.0	141385.0
675	20200127	중랑구	40376.0	40640.0
676	20200128	강남구	607147.0	633032.0
677	20200128	강동구	158765.0	156182.0
678	20200128	강북구	82264.0	80948.0
679	20200128	강서구	246339.0	239805.0
680	20200128	관악구	122673.0	121093.0
681	20200128	광진구	133387.0	134243.0
682	20200128	구로구	216574.0	215487.0
683	20200128	금천구	94940.0	98290.0
684	20200128	노원구	201951.0	199601.0
685	20200128	도봉구	67672.0	66312.0
686	20200128	동대문구	98076.0	98512.0
